City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Dikson,RU,73.5069,80.5464,-19.76,76,100,4.29,overcast clouds
453,Hachinohe,JP,40.5,141.5,8.33,66,100,0.45,overcast clouds
454,Dayong,CN,25.0209,118.2898,23.0,94,90,3.0,light rain
455,Chuzhou,CN,32.3219,118.2978,14.44,85,98,2.93,light rain
456,Ruhengeri,RW,-1.4998,29.635,24.0,69,75,4.12,moderate rain
457,Salinas,US,36.6777,-121.6555,10.56,71,1,0.61,clear sky
458,Samarai,PG,-10.6167,150.6667,27.2,77,97,0.97,overcast clouds
459,Nago,JP,26.5881,127.9761,22.0,88,90,1.54,overcast clouds
460,Hofn,IS,64.2539,-15.2082,5.8,71,14,1.84,few clouds
461,Cintalapa,MX,16.6951,-93.7272,19.75,82,31,6.23,scattered clouds
462,Bubaque,GW,11.2833,-15.8333,24.32,74,2,5.65,clear sky
463,Lasa,IT,46.6166,10.7002,22.22,38,40,3.09,scattered clouds
464,San Andres,CO,12.5847,-81.7006,27.0,78,40,7.72,scattered clouds
465,Haines Junction,CA,60.7522,-137.5108,-8.0,67,100,3.09,overcast clouds
466,Ossora,RU,59.2353,163.0719,-10.27,85,100,2.26,overcast clouds
467,Duluth,US,46.7833,-92.1066,-0.56,59,1,2.06,clear sky
468,Kotovo,RU,50.3211,44.8012,13.28,30,8,4.52,clear sky
469,Esperance,AU,-33.8667,121.9,20.0,83,90,5.66,overcast clouds
470,Susangerd,IR,31.5608,48.1831,37.0,16,75,5.14,broken clouds
471,Lubumbashi,CD,-11.6609,27.4794,26.0,69,75,4.12,broken clouds
472,Buin,CL,-33.7333,-70.75,10.0,87,92,1.03,overcast clouds
473,Padang,ID,-0.9492,100.3543,28.0,61,40,5.66,scattered clouds
474,Bahir Dar,ET,11.5936,37.3908,29.15,23,6,4.85,clear sky
475,Miri,MY,4.4148,114.0089,29.0,65,20,2.06,few clouds
476,Aguadilla,PR,18.4275,-67.1541,24.44,78,1,1.54,clear sky
477,Sao Filipe,CV,14.8961,-24.4956,24.07,65,2,4.18,clear sky
478,Derzhavinsk,KZ,51.1,66.3167,0.03,88,68,4.56,broken clouds
479,Deputatskiy,RU,69.3,139.9,-23.37,99,100,0.68,overcast clouds
480,Inhambane,MZ,-23.865,35.3833,30.0,48,40,3.09,scattered clouds
481,Emba,KZ,48.8264,58.1442,2.23,92,100,4.17,overcast clouds
482,Ongandjera,NA,-17.8833,15.0667,28.32,43,15,5.02,few clouds
483,Chumikan,RU,54.7183,135.315,-1.11,98,100,4.81,light snow
484,Nanakuli,US,21.3906,-158.1547,22.78,73,1,2.06,clear sky
485,Vallenar,CL,-28.5708,-70.7581,18.77,54,67,0.88,broken clouds
486,Igarka,RU,67.4667,86.5833,-11.6,77,99,7.77,overcast clouds
487,Huarmey,PE,-10.0681,-78.1522,20.69,85,75,2.0,broken clouds
488,Esil,KZ,51.9556,66.4042,-0.47,82,64,5.99,broken clouds
489,Arman,RU,59.7,150.1667,-14.38,83,1,3.81,clear sky
490,Xinzhi,CN,36.4989,111.7047,9.94,88,100,1.05,light rain
491,Niono,ML,14.2526,-5.993,38.46,4,0,7.74,clear sky
492,Cairns,AU,-16.9167,145.7667,24.0,83,90,6.17,light rain
493,Isangel,VU,-19.55,169.2667,26.34,87,100,3.05,light rain
494,Sola,VU,-13.8833,167.55,27.94,77,89,3.18,overcast clouds
495,Malabo,GQ,3.75,8.7833,31.0,66,20,4.12,few clouds
496,Phichit,TH,16.25,100.4167,34.0,46,20,1.03,few clouds
497,Yichang,CN,30.7144,111.2847,11.11,88,100,0.64,overcast clouds
498,Mabaruma,GY,8.2,-59.7833,24.26,76,92,1.61,overcast clouds
499,Okhotsk,RU,59.3833,143.3,-11.01,88,16,0.92,few clouds
500,Laslea,RO,46.2167,24.65,15.0,72,40,6.17,scattered clouds
501,Alice Springs,AU,-23.7,133.8833,22.0,43,0,3.6,clear sky
502,Millet,CA,53.1001,-113.4687,1.0,51,100,2.06,overcast clouds
503,Marsabit,KE,2.3284,37.9899,29.62,32,64,6.24,broken clouds
504,Nador,MA,35.174,-2.9287,20.0,60,20,7.72,few clouds
505,Yoichi,JP,43.2039,140.7703,6.0,65,20,9.26,few clouds
506,Kuchera,IN,26.9839,73.9719,36.68,3,0,3.33,clear sky
507,Inirida,CO,3.8653,-67.9239,24.91,90,97,0.48,overcast clouds
508,Seydi,TM,39.4816,62.9137,20.14,11,34,6.42,scattered clouds
509,Karratha,AU,-20.7377,116.8463,29.58,49,1,2.06,light rain
510,Uchiza,PE,-8.4592,-76.4633,21.57,96,62,0.6,broken clouds
511,Ayna,PE,-12.65,-73.9167,15.53,85,99,0.18,moderate rain
512,Kasongo,CD,-4.45,26.6667,30.01,58,16,0.8,light rain
513,Katherine,AU,-14.4667,132.2667,28.0,65,91,3.3,overcast clouds
514,Pecos,US,31.4229,-103.4932,10.0,27,1,6.17,clear sky
515,Zhigansk,RU,66.7697,123.3711,-17.47,95,100,4.03,overcast clouds
516,Shimoda,JP,34.6667,138.95,12.78,84,28,1.34,scattered clouds
517,Lakes Entrance,AU,-37.8811,147.981,14.44,88,1,1.78,clear sky
518,Christchurch,NZ,-43.5333,172.6333,11.67,87,90,3.09,overcast clouds
519,Brae,GB,60.3964,-1.353,7.0,61,20,6.17,few clouds
520,Vila Do Maio,CV,15.1333,-23.2167,28.0,26,0,10.29,clear sky
521,Road Town,VG,18.4167,-64.6167,24.0,83,40,5.14,scattered clouds
522,Fairbanks,US,64.8378,-147.7164,-18.33,84,90,1.44,overcast clouds
523,Ivdel,RU,60.6911,60.4206,3.96,74,36,4.24,scattered clouds
524,Lima,PE,-12.0432,-77.0282,19.0,88,82,1.03,broken clouds
525,Hobyo,SO,5.3505,48.5268,30.05,62,13,6.15,few clouds
526,Simav,TR,39.0882,28.9777,7.0,76,75,3.09,broken clouds
527,Windsor,CA,42.3001,-83.0165,-3.0,63,1,2.57,clear sky
528,Rosarito,MX,32.3333,-117.0333,14.0,62,1,2.27,clear sky
529,Corn Island,NI,12.1694,-83.0418,26.45,78,99,8.97,overcast clouds
530,Kampene,CD,-3.6,26.6667,29.19,64,28,0.94,light rain
531,Miles City,US,46.4083,-105.8406,3.0,44,1,5.66,haze
532,Los Llanos De Aridane,ES,28.6585,-17.9182,22.0,64,20,4.12,few clouds
533,Ngunguru,NZ,-35.6167,174.5,15.56,89,82,2.68,broken clouds
534,Oistins,BB,13.0667,-59.5333,26.0,57,40,8.23,scattered clouds
535,Tianpeng,CN,30.9866,103.9393,17.0,55,40,3.0,scattered clouds
536,Vao,NC,-22.6667,167.4833,23.05,87,100,13.23,overcast clouds
537,Carbonia,IT,39.1672,8.5222,21.0,77,20,6.17,few clouds
538,Snihurivka,UA,47.0758,32.8052,14.0,58,0,10.0,clear sky
539,Graham,US,47.0529,-122.2943,4.44,100,1,1.51,clear sky
540,Maragogi,BR,-9.0122,-35.2225,28.04,62,100,4.56,overcast clouds
541,Rawson,AR,-43.3002,-65.1023,17.63,70,97,8.35,overcast clouds
542,Witu,KE,-2.3889,40.4382,33.0,58,20,7.2,few clouds
543,Conde,BR,-7.2597,-34.9075,28.0,74,40,4.12,scattered clouds
544,Saldanha,ZA,-33.0117,17.9442,23.0,49,100,3.09,overcast clouds
545,Dunda,TZ,-8.1167,34.25,25.91,57,62,1.56,broken clouds
546,Eruwa,NG,7.5333,3.4167,38.53,25,73,1.26,broken clouds
547,Rokytne,UA,51.2796,27.214,9.49,45,82,5.23,broken clouds
548,Khani,GE,41.9563,42.9566,11.0,82,75,2.06,broken clouds
549,Chushan,CN,33.2955,113.6528,8.93,84,100,4.55,overcast clouds
550,Ruzomberok,SK,49.0748,19.3075,10.56,77,98,3.13,overcast clouds
551,Mezen,RU,65.8522,44.24,-0.15,83,99,2.97,overcast clouds
552,Batagay-Alyta,RU,67.8006,130.4114,-17.79,97,100,2.68,light snow
553,Filadelfia,US,39.9523,-75.1638,-1.0,43,20,7.2,few clouds
554,Tomatlan,MX,19.9333,-105.25,20.67,59,5,1.19,clear sky
555,Trapani,IT,37.8333,12.6667,21.0,35,0,6.69,clear sky
556,Salcininkai,LT,54.3,25.3833,8.33,57,75,5.66,broken clouds
557,Alamosa,US,37.4695,-105.87,-2.0,46,1,1.54,clear sky
558,Ribeirao Branco,BR,-24.2208,-48.7656,17.83,73,72,3.01,broken clouds
559,Batarci,RO,48.0333,23.1667,13.89,65,76,2.68,broken clouds
560,La Baule-Escoublac,FR,47.2922,-2.364,17.78,63,0,7.2,clear sky
561,Yatou,CN,37.15,122.3833,8.02,96,100,3.12,light rain
562,Meulaboh,ID,4.1363,96.1285,27.38,73,99,3.76,moderate rain
563,Fomboni,KM,-12.28,43.7425,29.18,65,27,1.7,scattered clouds
564,Mahon,ES,39.8885,4.2658,19.0,68,0,6.69,clear sky
565,Darhan,MN,49.4867,105.9228,3.59,40,19,3.44,few clouds
566,Nhulunbuy,AU,-12.2333,136.7667,28.0,74,40,5.66,scattered clouds
567,Churapcha,RU,62.0025,132.4325,-12.58,91,100,4.81,light snow
568,Caldwell,US,43.6629,-116.6874,5.0,60,1,0.54,clear sky
569,Redmond,US,47.674,-122.1215,7.22,91,61,1.5,broken clouds
570,Glace Bay,CA,46.1969,-59.957,7.78,100,90,8.75,mist
571,Coquimbo,CL,-29.9533,-71.3436,11.0,93,0,1.03,clear sky
572,Darovskoy,RU,58.77,47.9564,2.85,86,100,2.22,overcast clouds
573,Port-Cartier,CA,50.0334,-66.8654,-6.11,73,90,4.63,overcast clouds
574,Boralday,KZ,43.3578,76.8594,5.0,52,75,2.0,broken clouds
575,Henties Bay,NA,-22.116,14.2845,21.67,73,5,2.68,clear sky
576,Pesaro,IT,43.9036,12.8903,22.0,40,0,3.09,clear sky
577,Aykhal,RU,66.0,111.5,-27.57,100,100,2.19,overcast clouds
578,Asau,RO,46.4333,26.4,12.22,82,90,7.72,overcast clouds
579,Vrangel,RU,42.7297,133.0839,4.86,63,100,2.48,overcast clouds
580,Lubango,AO,-14.9172,13.4925,22.25,68,75,3.81,light rain
581,Berlevag,NO,70.8578,29.0864,0.73,74,99,0.86,light snow
582,Kautokeino,NO,69.0125,23.0412,0.16,80,98,2.97,overcast clouds
583,Jurmala,LV,56.968,23.7704,7.0,61,75,3.09,broken clouds
584,Cotui,DO,19.0527,-70.1494,22.22,94,20,1.38,few clouds
585,Agadez,NE,19.75,10.25,29.29,8,0,6.06,clear sky
586,Launceston,AU,-41.45,147.1667,14.0,94,90,2.06,overcast clouds
587,Chlum U Trebone,CZ,48.9623,14.928,10.56,60,25,1.79,scattered clouds
588,Ouallam,NE,14.3188,2.0866,37.06,5,9,6.79,clear sky
589,Yashan,CN,22.1975,109.9419,26.89,69,2,5.71,clear sky
590,Mysliborz,PL,52.9238,14.8679,13.89,43,6,5.34,clear sky
591,Tezu,IN,27.9167,96.1667,24.58,28,7,1.36,clear sky
592,Bryant,US,34.5959,-92.4891,3.89,81,0,1.71,clear sky
593,Heihe,CN,50.2441,127.4902,4.0,81,75,9.0,light rain
594,Irbeyskoye,RU,55.6428,95.4522,1.46,75,77,3.92,broken clouds
595,Batemans Bay,AU,-35.7167,150.1833,16.11,78,36,1.34,scattered clouds
596,Hatillo,PR,18.4863,-66.8254,24.44,78,1,1.54,clear sky
597,Yima,CN,34.7381,111.8839,11.67,1,100,1.35,moderate rain
598,Yangambi,CD,0.8102,24.4336,31.24,47,97,1.52,overcast clouds
599,Xudat,AZ,41.631,48.681,12.1,69,0,3.29,clear sky
600,Flinders,AU,-34.5833,150.8552,16.67,100,2,2.57,clear sky
601,Cocoa Beach,US,28.32,-80.6076,12.0,58,1,8.23,clear sky
602,Xai-Xai,MZ,-25.0519,33.6442,29.46,44,0,2.92,clear sky
603,Hanyang,CN,32.1371,105.5126,5.56,94,100,7.15,overcast clouds
604,Loreto,MX,22.2667,-101.9667,8.42,88,44,2.47,scattered clouds
605,Dondo,MZ,-19.6094,34.7431,29.0,58,40,2.71,scattered clouds
606,Iqaluit,CA,63.7506,-68.5145,-29.0,57,1,2.06,clear sky
607,Coroata,BR,-4.13,-44.1242,27.07,76,100,1.42,overcast clouds
608,Dwarka,IN,22.2394,68.9678,29.05,55,28,5.36,scattered clouds
609,Kiruna,SE,67.8557,20.2251,1.0,64,0,8.23,clear sky
610,Suoyarvi,RU,62.0833,32.35,2.69,80,99,1.69,light rain
611,Hohhot,CN,40.8106,111.6522,9.0,34,0,5.0,clear sky
612,Port Augusta,AU,-32.5,137.7667,21.11,52,0,1.03,clear sky
613,Kuryk,KZ,43.2,51.65,12.49,67,72,9.59,broken clouds
614,Sterling,US,39.0062,-77.4286,-1.67,59,20,6.17,few clouds
615,Moree,AU,-29.4667,149.85,21.0,60,75,4.63,broken clouds
616,Waldoboro,US,44.0954,-69.3756,-3.0,63,90,4.12,overcast clouds
617,Parlakimidi,IN,18.7667,84.0833,31.46,55,55,4.23,broken clouds
618,Yuzhno-Kurilsk,RU,44.0306,145.8556,2.65,84,79,5.17,broken clouds
619,Kampot,KH,10.6167,104.1833,30.0,70,20,5.14,few clouds
620,Zyryanka,RU,65.75,150.85,-20.96,99,8,4.11,clear sky
621,Vostok,RU,46.4856,135.8833,1.13,87,100,2.59,overcast clouds
622,Taraclia,MD,45.9,28.6689,16.17,57,93,3.86,overcast clouds
623,Kinablangan,PH,7.6947,126.5503,26.16,84,65,1.03,broken clouds
624,Elko,US,41.0002,-115.5012,7.22,47,1,1.5,clear sky
625,Sangmelima,CM,2.9333,11.9833,34.15,31,54,1.39,broken clouds
626,Axim,GH,4.8699,-2.2405,29.77,68,68,3.19,broken clouds
627,Copiapo,CL,-27.3667,-70.3333,11.0,100,90,2.57,mist
628,Beipiao,CN,41.7919,120.7792,11.59,55,100,2.4,light rain
629,Asfi,MA,32.2994,-9.2372,19.21,66,9,5.68,clear sky
630,Port Blair,IN,11.6667,92.75,23.38,81,100,5.39,overcast clouds
631,Pasni,PK,25.2631,63.471,29.48,44,0,9.29,clear sky
632,Tadine,NC,-21.55,167.8833,24.84,90,100,8.83,overcast clouds
633,Koulikoro,ML,14.0,-7.75,38.07,3,0,7.77,clear sky
634,San Rafael Del Sur,NI,11.8485,-86.4384,24.0,73,40,4.12,scattered clouds
635,Richards Bay,ZA,-28.783,32.0377,31.75,45,8,5.52,clear sky
636,Jieshi,CN,22.8134,115.8257,27.22,86,0,1.34,clear sky
637,Tias,ES,28.9611,-13.645,22.0,60,75,5.66,broken clouds
638,Shunyi,CN,40.125,116.6453,15.0,58,0,2.0,clear sky
639,Staryy Nadym,RU,65.6118,72.6842,0.07,99,100,5.68,light snow
640,Bharatpur,IN,27.2167,77.4833,37.0,9,1,3.6,clear sky
641,Catio,GW,11.2833,-15.25,30.67,45,3,5.92,clear sky
642,Tarko-Sale,RU,64.9225,77.785,-0.36,90,100,2.18,overcast clouds
643,Kendari,ID,-3.945,122.4989,24.74,84,100,1.81,overcast clouds
644,Snasa,NO,64.2457,12.3778,1.91,87,99,6.0,light rain
645,Pskov,RU,57.8136,28.3496,6.0,61,40,4.0,scattered clouds
646,Kismayo,SO,-0.3582,42.5454,30.79,64,46,7.0,scattered clouds
647,Harnosand,SE,62.6323,17.9379,6.67,56,75,7.2,broken clouds
648,Lexington,US,37.9887,-84.4777,-3.33,80,1,2.06,clear sky
649,Ayia Anna,CY,34.9399,33.4843,19.0,72,40,4.12,scattered clouds
650,Havelock,US,34.8791,-76.9013,3.33,52,1,8.75,clear sky
651,Masuda,JP,34.6667,131.85,17.0,77,75,0.51,broken clouds
652,Kasempa,ZM,-13.4584,25.8338,26.53,51,19,3.06,few clouds
653,Pimentel,PE,-6.8367,-79.9342,18.89,87,97,0.45,overcast clouds
654,Leningradskiy,RU,69.3833,178.4167,-25.5,100,100,1.3,overcast clouds
655,Lata,PT,40.1629,-8.3327,21.11,66,98,0.89,overcast clouds
656,Altamont,US,42.2068,-121.7372,5.56,80,1,0.26,clear sky
657,Bairiki,KI,1.3292,172.9752,27.0,83,20,3.6,few clouds
658,Qaqortoq,GL,60.7167,-46.0333,3.0,70,75,1.54,broken clouds
659,Nouna,BF,12.7333,-3.8667,38.77,4,1,7.32,clear sky
660,Terre-De-Bas,GP,15.8501,-61.6442,25.0,83,40,3.09,scattered clouds
661,Mehamn,NO,71.0357,27.8492,0.62,82,94,0.57,overcast clouds
662,Kalemie,CD,-5.9475,29.1947,26.54,64,19,3.95,few clouds
663,Porbandar,IN,21.6422,69.6093,29.76,51,45,6.23,scattered clouds
664,Flin Flon,CA,54.7682,-101.865,1.0,75,20,3.09,few clouds
665,Svobodnyy,RU,51.4,128.1333,1.95,92,100,9.67,light rain
666,Gizo,SB,-8.103,156.8419,28.57,75,100,1.36,overcast clouds
667,Santa Teresa,VE,10.2341,-66.6631,25.0,83,20,1.03,few clouds
668,Vigrestad,NO,58.5667,5.7,8.89,68,10,3.13,clear sky
669,Tambovka,RU,50.0969,128.0489,4.0,81,75,9.0,broken clouds
670,Ponta Delgada,PT,37.7333,-25.6667,16.0,88,40,9.26,scattered clouds
671,Kamenka,RU,51.3223,42.7678,14.44,40,18,1.34,few clouds
672,Okulovka,RU,58.4008,33.2908,5.42,61,100,2.92,overcast clouds
673,Cobija,BO,-11.0267,-68.7692,24.0,94,40,0.44,scattered clouds
674,Esso,RU,55.9333,158.7,-15.68,97,21,3.23,few clouds
675,Broome,US,42.2506,-75.833,-5.0,63,40,3.6,scattered clouds
676,Sur,OM,22.5667,59.5289,31.19,32,1,2.17,clear sky
677,Nasirabad,IN,26.3,74.7333,35.65,4,0,5.91,clear sky
678,Kaka,TM,37.3482,59.6143,25.27,21,23,8.76,few clouds
679,Peniche,PT,39.3558,-9.3811,17.78,83,6,4.92,clear sky
680,Tala,EG,30.6803,30.9429,22.59,25,34,7.93,scattered clouds
681,Prince Rupert,CA,54.3161,-130.3201,4.0,75,90,6.69,overcast clouds
682,Sirnach,CH,47.4622,8.9976,18.0,48,66,0.51,broken clouds
